gender,number_of_dependents,education_level,employment_type,monthly_income,loan_amount_requested,loan_tenure_months,area_type,loan_type,loan_status,data_source,credit_score,total_assets_value,liquid_assets_value,savings_balance,application_id,age,marital_status,occupation,income_type,state,loan_purpose,existing_emi,is_synthetic_age,is_synthetic_gender,is_synthetic_marital_status,is_synthetic_occupation,is_synthetic_employment_type,is_synthetic_income_type,is_synthetic_area_type,is_synthetic_credit_score,is_synthetic_existing_emi,is_synthetic_savings_balance,is_synthetic_total_assets_value,is_synthetic_liquid_assets_value,is_synthetic_state,is_synthetic_loan_purpose,loan_to_income_ratio,debt_to_income_ratio
Male,1.0,Higher Secondary,Full-Time,375000.0,12400000.0,72.0,Semiurban,Home Loan,0,ds2_loan_approval_kaggle,504.0,30500000.0,15300000.0,2200000.0,2480,45.0,Married,Other,Salary,Uttarakhand,Home Renovation,0.0,True,True,True,True,True,True,True,False,True,False,False,False,True,True,2.7555555555555555,0.0
Female,0.0,Higher Secondary,Contract,100000.0,2900000.0,216.0,Semiurban,Business Loan,0,ds2_loan_approval_kaggle,348.0,5100000.0,3500000.0,600000.0,3816,21.0,Single,Business & Management,Salary,Delhi,Working Capital,15020.884612998007,True,True,True,True,True,True,True,False,True,False,False,False,True,True,2.4166666666666665,0.15020884612998006
Male,2.0,Undergraduate,Self-Employed,458333.3333333333,21700000.0,24.0,Urban,Home Loan,1,ds2_loan_approval_kaggle,309.0,42000000.0,29200000.0,7600000.0,2418,31.0,Single,Government Services,Business Income,Jharkhand,Home Purchase,94355.43866651796,True,True,True,True,False,True,True,False,True,False,False,False,True,True,3.9454545454545453,0.2058664116360392
Male,0.0,Undergraduate,Self-Employed,433333.3333333333,15700000.0,72.0,Urban,Home Loan,1,ds2_loan_approval_kaggle,692.0,29100000.0,18300000.0,5500000.0,1921,42.0,Single,Other,Business Income,Arunachal Pradesh,Home Renovation,38844.10348407174,True,True,True,True,False,True,True,False,True,False,False,False,True,True,3.019230769230769,0.08964023880939632
Female,3.0,Undergraduate,Part-Time,683333.3333333334,28300000.0,24.0,Urban,Home Loan,1,ds2_loan_approval_kaggle,530.0,57800000.0,32300000.0,12100000.0,2858,45.0,Married,Finance & Accounting,Salary,Dadra and Nagar Haveli and Daman and Diu,Home Purchase,48148.13354590594,True,True,True,True,True,True,True,False,True,False,False,False,True,True,3.451219512195122,0.07046068323791113
Male,0.0,Undergraduate,Self-Employed,450000.0,19500000.0,192.0,Urban,Home Loan,1,ds2_loan_approval_kaggle,758.0,29600000.0,24300000.0,6000000.0,2702,39.0,Single,Business & Management,Self-Employment Income,Chhattisgarh,Home Purchase,0.0,True,True,True,True,False,True,True,False,True,False,False,False,True,True,3.611111111111111,0.0
Male,1.0,Undergraduate,Temporary,216666.66666666666,6600000.0,72.0,Urban,Home Loan,0,ds2_loan_approval_kaggle,506.0,15900000.0,11700000.0,2100000.0,1463,40.0,Divorced,Healthcare,Salary,Sikkim,Home Purchase,20229.93128704058,True,True,True,True,True,True,True,False,True,False,False,False,True,True,2.5384615384615383,0.093368913632495
Female,3.0,Undergraduate,Self-Employed,650000.0,26300000.0,240.0,Semiurban,Home Loan,1,ds2_loan_approval_kaggle,840.0,41900000.0,29400000.0,5300000.0,1651,37.0,Married,Finance & Accounting,Self-Employment Income,Chandigarh,Home Purchase,76981.33234527476,True,True,True,True,False,True,True,False,True,False,False,False,True,True,3.371794871794872,0.1184328189927304
Male,3.0,Undergraduate,Self-Employed,783333.3333333334,24600000.0,120.0,Urban,Home Loan,0,ds2_loan_approval_kaggle,414.0,51600000.0,29400000.0,5600000.0,1373,33.0,Single,Government Services,Business Income,Lakshadweep,Home Purchase,125619.59180004417,True,True,True,True,False,True,True,False,True,False,False,False,True,True,2.617021276595745,0.16036543634048192
Female,3.0,Higher Secondary,Self-Employed,625000.0,21600000.0,168.0,Urban,Home Loan,1,ds2_loan_approval_kaggle,678.0,52200000.0,31300000.0,11200000.0,3067,42.0,Married,Manufacturing,Business Income,Uttarakhand,Home Renovation,82123.64843356526,True,True,True,True,False,True,True,False,True,False,False,False,True,True,2.88,0.13139783749370443
Male,1.0,Higher Secondary,Full-Time,650000.0,21300000.0,120.0,Urban,Home Loan,0,ds2_loan_approval_kaggle,326.0,56500000.0,23000000.0,4500000.0,3035,30.0,In a relationship,Business & Management,Salary,Odisha,Home Renovation,0.0,True,True,True,True,True,True,True,False,True,False,False,False,True,True,2.730769230769231,0.0
Female,2.0,Higher Secondary,Self-Employed,325000.0,9300000.0,96.0,Rural,Business Loan,1,ds2_loan_approval_kaggle,591.0,26500000.0,12900000.0,3300000.0,2214,36.0,Married,Sales & Marketing,Business Income,Tripura,Business Expansion,0.0,True,True,True,True,False,True,True,False,True,False,False,False,True,True,2.3846153846153846,0.0
Female,3.0,Higher Secondary,Self-Employed,766666.6666666666,23200000.0,96.0,Rural,Home Loan,0,ds2_loan_approval_kaggle,380.0,53600000.0,25000000.0,6100000.0,4723,21.0,Married,Sales & Marketing,Self-Employment Income,Dadra and Nagar Haveli and Daman and Diu,Home Purchase,0.0,True,True,True,True,False,True,True,False,True,False,False,False,True,True,2.5217391304347827,0.0
Female,5.0,Higher Secondary,Full-Time,658333.3333333334,27800000.0,192.0,Semiurban,Home Loan,1,ds2_loan_approval_kaggle,857.0,63600000.0,27800000.0,10600000.0,3967,34.0,Single,Other,Salary,Meghalaya,Home Renovation,0.0,True,True,True,True,True,True,True,False,True,False,False,False,True,True,3.518987341772152,0.0
Male,0.0,Higher Secondary,Self-Employed,466666.6666666667,20000000.0,240.0,Rural,Home Loan,1,ds2_loan_approval_kaggle,606.0,35200000.0,27600000.0,7600000.0,3244,31.0,Married,Business & Management,Business Income,Tamil Nadu,Home Renovation,32687.496061023314,True,True,True,True,False,True,True,False,True,False,False,False,True,True,3.5714285714285716,0.07004463441647853
Male,3.0,Undergraduate,Contract,666666.6666666666,18600000.0,240.0,Urban,Business Loan,1,ds2_loan_approval_kaggle,565.0,42100000.0,31900000.0,9400000.0,2871,43.0,Single,Engineering & Technology,Salary,Ladakh,Working Capital,0.0,True,True,True,True,True,True,True,False,True,False,False,False,True,True,2.325,0.0
Female,0.0,Higher Secondary,Full-Time,491666.6666666667,17600000.0,192.0,Urban,Home Loan,1,ds2_loan_approval_kaggle,645.0,48100000.0,32000000.0,8600000.0,2315,39.0,Single,Business & Management,Salary,Uttar Pradesh,Home Renovation,0.0,True,True,True,True,True,True,True,False,True,False,False,False,True,True,2.983050847457627,0.0
Female,3.0,Undergraduate,Part-Time,258333.33333333334,11200000.0,192.0,Urban,Home Loan,1,ds2_loan_approval_kaggle,865.0,19000000.0,10800000.0,4200000.0,3601,35.0,Single,Finance & Accounting,Salary,Kerala,Home Renovation,14432.541774611174,True,True,True,True,True,True,True,False,True,False,False,False,True,True,3.6129032258064515,0.05586790364365616
Male,1.0,Higher Secondary,Temporary,200000.0,5600000.0,192.0,Semiurban,Business Loan,0,ds2_loan_approval_kaggle,379.0,14900000.0,10600000.0,3400000.0,1741,44.0,Married,Sales & Marketing,Salary,Gujarat,Business Expansion,29348.598370464886,True,True,True,True,True,True,True,False,True,False,False,False,True,True,2.3333333333333335,0.14674299185232442
Female,1.0,Higher Secondary,Full-Time,341666.6666666667,12800000.0,96.0,Urban,Home Loan,1,ds2_loan_approval_kaggle,780.0,28800000.0,19900000.0,5800000.0,4882,41.0,Married,Business & Management,Salary,Chandigarh,Home Purchase,11354.899525036883,True,True,True,True,True,True,True,False,True,False,False,False,True,True,3.1219512195121952,0.03323385226840063
Male,2.0,Undergraduate,Full-Time,4566.0,100000.0,360.0,Urban,Home Loan,0,ds1_loan_prediction,709.1980680576294,4439.372594027127,2074.7365126325794,2776.7494353952707,385,21.0,Married,Education,Salary,Jammu and Kashmir,Home Renovation,764.023048812345,True,False,True,True,True,True,False,True,True,True,True,True,True,True,1.8250839538618777,0.16732874481216492
Male,0.0,Higher Secondary,Self-Employed,691666.6666666666,17500000.0,240.0,Urban,Business Loan,1,ds2_loan_approval_kaggle,643.0,57600000.0,23900000.0,5100000.0,4695,34.0,Single,Sales & Marketing,Business Income,Lakshadweep,Business Expansion,71323.05525561182,True,True,True,True,False,True,True,False,True,False,False,False,True,True,2.108433734939759,0.10311767024907734
Male,1.0,Higher Secondary,Self-Employed,325000.0,8700000.0,96.0,Semiurban,Business Loan,1,ds2_loan_approval_kaggle,817.0,16200000.0,12800000.0,2100000.0,2936,23.0,Married,Sales & Marketing,Business Income,Puducherry,Working Capital,0.0,True,True,True,True,False,True,True,False,True,False,False,False,True,True,2.230769230769231,0.0
Male,1.0,Undergraduate,Part-Time,6400.0,180000.0,360.0,Urban,Home Loan,0,ds1_loan_prediction,465.4189987841294,22029.297140140065,7327.368836854132,7700.280846663342,181,32.0,Married,Education,Salary,Puducherry,Home Renovation,1426.3168319472345,True,False,True,True,True,True,False,True,True,True,True,True,True,True,2.34375,0.2228620049917554
Male,4.0,Higher Secondary,Full-Time,500000.0,18700000.0,24.0,Urban,Home Loan,1,ds2_loan_approval_kaggle,623.0,33100000.0,24800000.0,5700000.0,2853,22.0,Single,Sales & Marketing,Salary,Nagaland,Home Renovation,0.0,True,True,True,True,True,True,True,False,True,False,False,False,True,True,3.1166666666666667,0.0
Male,1.0,Higher Secondary,Self-Employed,258333.33333333334,11300000.0,168.0,Semiurban,Home Loan,1,ds2_loan_approval_kaggle,824.0,25100000.0,15400000.0,4400000.0,903,39.0,Single,Other,Freelance Income,Jammu and Kashmir,Home Renovation,35771.957506567574,True,True,True,True,False,True,True,False,True,False,False,False,True,True,3.6451612903225805,0.13847209357380996
Female,0.0,Higher Secondary,Full-Time,4100.0,124000.0,360.0,Rural,Home Loan,1,ds1_loan_prediction,715.0410901775388,16095.245441256091,6093.539643753819,11566.367617658188,280,24.0,Married,Agriculture,Salary,Andaman and Nicobar Islands,Home Purchase,319.1344714075688,True,False,True,True,True,True,False,True,True,True,True,True,True,True,2.5203252032520327,0.07783767595306557
Female,2.0,Undergraduate,Self-Employed,183333.33333333334,5100000.0,240.0,Rural,Business Loan,1,ds2_loan_approval_kaggle,859.0,14500000.0,9500000.0,3100000.0,927,26.0,Single,Healthcare,Freelance Income,Bihar,Business Expansion,6245.577174610108,True,True,True,True,False,True,True,False,True,False,False,False,True,True,2.3181818181818183,0.03406678458878241
Male,1.0,Higher Secondary,Self-Employed,241666.66666666666,9900000.0,216.0,Urban,Home Loan,1,ds2_loan_approval_kaggle,783.0,15000000.0,13600000.0,2600000.0,4183,41.0,Single,Other,Business Income,Delhi,Home Renovation,0.0,True,True,True,True,False,True,True,False,True,False,False,False,True,True,3.413793103448276,0.0
Male,4.0,Undergraduate,Full-Time,50000.0,1800000.0,72.0,Urban,Home Loan,1,ds2_loan_approval_kaggle,851.0,4100000.0,2900000.0,800000.0,1208,42.0,Married,Healthcare,Salary,Tamil Nadu,Home Renovation,6389.4247983626,True,True,True,True,True,True,True,False,True,False,False,False,True,True,3.0,0.127788495967252
Male,2.0,Undergraduate,Full-Time,316666.6666666667,9400000.0,192.0,Semiurban,Business Loan,0,ds2_loan_approval_kaggle,383.0,20300000.0,11500000.0,2300000.0,3266,45.0,Separated,Healthcare,Salary,Assam,Working Capital,15786.24890303065,True,True,True,True,True,True,True,False,True,False,False,False,True,True,2.473684210526316,0.04985131232535994
Male,3.0,Higher Secondary,Self-Employed,300000.0,13200000.0,192.0,Semiurban,Home Loan,1,ds2_loan_approval_kaggle,557.0,25800000.0,12000000.0,2100000.0,1198,31.0,In a relationship,Other,Business Income,Delhi,Home Purchase,39123.16989118753,True,True,True,True,False,True,True,False,True,False,False,False,True,True,3.6666666666666665,0.13041056630395842
Female,1.0,Higher Secondary,Self-Employed,500000.0,13100000.0,24.0,Urban,Business Loan,0,ds2_loan_approval_kaggle,368.0,30700000.0,18600000.0,4900000.0,3695,41.0,Married,Manufacturing,Self-Employment Income,Maharashtra,Working Capital,109835.5827591913,True,True,True,True,False,True,True,False,True,False,False,False,True,True,2.183333333333333,0.2196711655183826
Male,4.0,Undergraduate,Contract,308333.3333333333,9000000.0,216.0,Semiurban,Business Loan,1,ds2_loan_approval_kaggle,668.0,25900000.0,16500000.0,3100000.0,1512,31.0,Married,Other,Salary,Mizoram,Business Expansion,0.0,True,True,True,True,True,True,True,False,True,False,False,False,True,True,2.4324324324324325,0.0
Male,4.0,Undergraduate,Full-Time,266666.6666666667,11600000.0,72.0,Urban,Home Loan,1,ds2_loan_approval_kaggle,635.0,18300000.0,10400000.0,3900000.0,4170,50.0,Married,Engineering & Technology,Salary,Jammu and Kashmir,Home Purchase,64391.68412003601,True,True,True,True,True,True,True,False,True,False,False,False,True,True,3.625,0.24146881545013502
Female,1.0,Undergraduate,Self-Employed,475000.0,12000000.0,48.0,Rural,Business Loan,0,ds2_loan_approval_kaggle,415.0,41300000.0,24700000.0,7400000.0,1173,47.0,Married,Government Services,Business Income,Rajasthan,Working Capital,10255.086650251518,True,True,True,True,False,True,True,False,True,False,False,False,True,True,2.1052631578947367,0.02158965610579267
Male,3.0,Undergraduate,Full-Time,23803.0,370000.0,360.0,Rural,Home Loan,1,ds1_loan_prediction,755.3431594148817,159153.5981848562,64063.27250473433,29090.274373201595,127,37.0,Married,Retail & Customer Service,Salary,Gujarat,Home Purchase,3130.440302210783,True,False,True,True,True,True,False,True,True,True,True,True,True,True,1.2953549272500666,0.1315145276734354
Female,5.0,Undergraduate,Self-Employed,175000.0,7100000.0,120.0,Semiurban,Home Loan,0,ds2_loan_approval_kaggle,517.0,10900000.0,6800000.0,1400000.0,3132,26.0,Single,Business & Management,Business Income,Uttar Pradesh,Home Purchase,0.0,True,True,True,True,False,True,True,False,True,False,False,False,True,True,3.380952380952381,0.0
Male,0.0,Higher Secondary,Self-Employed,100000.0,3000000.0,48.0,Semiurban,Business Loan,1,ds2_loan_approval_kaggle,827.0,7600000.0,3800000.0,1500000.0,4644,37.0,Married,Business & Management,Self-Employment Income,Maharashtra,Business Expansion,0.0,True,True,True,True,False,True,True,False,True,False,False,False,True,True,2.5,0.0
Male,3.0,Undergraduate,Self-Employed,108333.33333333333,4300000.0,216.0,Urban,Home Loan,0,ds2_loan_approval_kaggle,412.0,7900000.0,6400000.0,1200000.0,4836,39.0,Married,Finance & Accounting,Business Income,Kerala,Home Renovation,25924.40199890693,True,True,True,True,False,True,True,False,True,False,False,False,True,True,3.3076923076923075,0.23930217229760245
Female,3.0,Higher Secondary,Self-Employed,150000.0,6400000.0,240.0,Urban,Home Loan,0,ds2_loan_approval_kaggle,436.0,10100000.0,5700000.0,1300000.0,3885,45.0,Married,Other,Business Income,Nagaland,Home Renovation,3571.494637708911,True,True,True,True,False,True,True,False,True,False,False,False,True,True,3.5555555555555554,0.02380996425139274
Male,2.0,Higher Secondary,Self-Employed,658333.3333333334,22500000.0,72.0,Semiurban,Home Loan,1,ds2_loan_approval_kaggle,571.0,39400000.0,26000000.0,8100000.0,3883,42.0,Married,Business & Management,Freelance Income,Manipur,Home Purchase,26798.373049792477,True,True,True,True,False,True,True,False,True,False,False,False,True,True,2.848101265822785,0.04070638944272275
Male,4.0,Higher Secondary,Full-Time,100000.0,3300000.0,144.0,Semiurban,Home Loan,1,ds2_loan_approval_kaggle,876.0,5300000.0,4800000.0,1000000.0,2092,34.0,Married,Construction,Salary,Andhra Pradesh,Home Purchase,9332.620162182739,True,True,True,True,True,True,True,False,True,False,False,False,True,True,2.75,0.09332620162182738
Male,0.0,Undergraduate,Contract,808333.3333333334,30400000.0,48.0,Semiurban,Home Loan,1,ds2_loan_approval_kaggle,300.0,81000000.0,47300000.0,9200000.0,2332,33.0,Single,Healthcare,Salary,Manipur,Home Renovation,201191.92403063874,True,True,True,True,True,True,True,False,True,False,False,False,True,True,3.134020618556701,0.2488972256049139
Female,4.0,Undergraduate,Full-Time,125000.0,4900000.0,192.0,Rural,Home Loan,0,ds2_loan_approval_kaggle,392.0,7900000.0,5000000.0,2000000.0,3732,38.0,Single,Engineering & Technology,Salary,Dadra and Nagar Haveli and Daman and Diu,Home Purchase,28460.89251379938,True,True,True,True,True,True,True,False,True,False,False,False,True,True,3.2666666666666666,0.22768714011039504
Male,5.0,Undergraduate,Self-Employed,450000.0,11200000.0,120.0,Urban,Business Loan,0,ds2_loan_approval_kaggle,447.0,35600000.0,27400000.0,6000000.0,2232,46.0,Married,Engineering & Technology,Self-Employment Income,Andaman and Nicobar Islands,Working Capital,50456.12552689136,True,True,True,True,False,True,True,False,True,False,False,False,True,True,2.074074074074074,0.11212472339309192
Female,1.0,Higher Secondary,Self-Employed,308333.3333333333,10200000.0,48.0,Semiurban,Home Loan,0,ds2_loan_approval_kaggle,447.0,20000000.0,17700000.0,3200000.0,2467,30.0,Single,Manufacturing,Self-Employment Income,Uttar Pradesh,Home Renovation,0.0,True,True,True,True,False,True,True,False,True,False,False,False,True,True,2.7567567567567566,0.0
Male,4.0,Undergraduate,Full-Time,125000.0,3400000.0,120.0,Semiurban,Business Loan,1,ds2_loan_approval_kaggle,778.0,10300000.0,6200000.0,2200000.0,4769,34.0,Married,Healthcare,Salary,Madhya Pradesh,Business Expansion,34989.779104182875,True,True,True,True,True,True,True,False,True,False,False,False,True,True,2.2666666666666666,0.279918232833463
Male,4.0,Higher Secondary,Full-Time,58333.333333333336,2100000.0,168.0,Semiurban,Home Loan,1,ds2_loan_approval_kaggle,619.0,6000000.0,3400000.0,1000000.0,3230,28.0,Married,Manufacturing,Salary,Madhya Pradesh,Home Purchase,0.0,True,True,True,True,True,True,True,False,True,False,False,False,True,True,3.0,0.0
Male,5.0,Undergraduate,Self-Employed,800000.0,38000000.0,120.0,Urban,Home Loan,0,ds2_loan_approval_kaggle,359.0,63300000.0,47600000.0,9400000.0,1830,48.0,Married,Finance & Accounting,Business Income,Sikkim,Home Renovation,0.0,True,True,True,True,False,True,True,False,True,False,False,False,True,True,3.9583333333333335,0.0
Male,0.0,Higher Secondary,Full-Time,500000.0,20600000.0,144.0,Urban,Home Loan,0,ds2_loan_approval_kaggle,339.0,39500000.0,25400000.0,8200000.0,3492,37.0,In a relationship,Business & Management,Salary,Tamil Nadu,Home Renovation,0.0,True,True,True,True,True,True,True,False,True,False,False,False,True,True,3.433333333333333,0.0
Female,4.0,Undergraduate,Self-Employed,166666.66666666666,6700000.0,144.0,Urban,Home Loan,1,ds2_loan_approval_kaggle,633.0,7700000.0,6800000.0,2000000.0,917,23.0,Single,Other,Business Income,Nagaland,Home Purchase,0.0,True,True,True,True,False,True,True,False,True,False,False,False,True,True,3.35,0.0
Male,0.0,Undergraduate,Self-Employed,208333.33333333334,9100000.0,120.0,Rural,Home Loan,1,ds2_loan_approval_kaggle,852.0,18600000.0,8900000.0,1500000.0,3768,34.0,In a relationship,Finance & Accounting,Business Income,Karnataka,Home Purchase,16324.896009051348,True,True,True,True,False,True,True,False,True,False,False,False,True,True,3.64,0.07835950084344646
Female,4.0,Undergraduate,Self-Employed,391666.6666666667,12500000.0,96.0,Urban,Home Loan,1,ds2_loan_approval_kaggle,678.0,30700000.0,16800000.0,7000000.0,4154,40.0,Separated,Finance & Accounting,Business Income,Dadra and Nagar Haveli and Daman and Diu,Home Purchase,28809.344157716383,True,True,True,True,False,True,True,False,True,False,False,False,True,True,2.6595744680851063,0.07355577231757374
Male,1.0,Undergraduate,Full-Time,766666.6666666666,18800000.0,24.0,Semiurban,Business Loan,0,ds2_loan_approval_kaggle,351.0,69100000.0,44500000.0,13000000.0,1464,43.0,Single,Finance & Accounting,Salary,Madhya Pradesh,Business Expansion,25762.360078306272,True,True,True,True,True,True,True,False,True,False,False,False,True,True,2.0434782608695654,0.03360307836300818
Male,0.0,Undergraduate,Full-Time,2768.0,155000.0,360.0,Rural,Home Loan,1,ds1_loan_prediction,751.084360724365,1972.5816462156706,548.6914682891128,2021.2377726388138,546,23.0,Married,Government Services,Salary,Meghalaya,Home Purchase,0.0,True,False,True,True,True,True,False,True,True,True,True,True,True,True,4.666425818882466,0.0
Male,1.0,Higher Secondary,Self-Employed,166666.66666666666,6600000.0,120.0,Semiurban,Home Loan,1,ds2_loan_approval_kaggle,873.0,10300000.0,8700000.0,2400000.0,2898,49.0,Married,Business & Management,Business Income,Ladakh,Home Renovation,0.0,True,True,True,True,False,True,True,False,True,False,False,False,True,True,3.3,0.0
Male,5.0,Higher Secondary,Self-Employed,541666.6666666666,15800000.0,192.0,Semiurban,Business Loan,0,ds2_loan_approval_kaggle,301.0,43600000.0,24500000.0,7100000.0,1671,23.0,In a relationship,Other,Business Income,Jammu and Kashmir,Working Capital,0.0,True,True,True,True,False,True,True,False,True,False,False,False,True,True,2.4307692307692306,0.0
Female,0.0,Undergraduate,Self-Employed,375000.0,10500000.0,240.0,Urban,Business Loan,0,ds2_loan_approval_kaggle,417.0,27200000.0,15400000.0,5800000.0,1901,53.0,Married,Other,Self-Employment Income,Chandigarh,Business Expansion,37040.813535957706,True,True,True,True,False,True,True,False,True,False,False,False,True,True,2.3333333333333335,0.09877550276255388
Male,3.0,Undergraduate,Full-Time,491666.6666666667,14400000.0,120.0,Semiurban,Business Loan,0,ds2_loan_approval_kaggle,408.0,34200000.0,26700000.0,3700000.0,2638,21.0,Married,Legal,Salary,Kerala,Working Capital,57533.135999853606,True,True,True,True,True,True,True,False,True,False,False,False,True,True,2.440677966101695,0.11701654779631242
Female,4.0,Undergraduate,Full-Time,366666.6666666667,14600000.0,48.0,Rural,Home Loan,1,ds2_loan_approval_kaggle,499.0,29600000.0,21800000.0,5700000.0,930,22.0,Married,Government Services,Salary,Andhra Pradesh,Home Purchase,0.0,True,True,True,True,True,True,True,False,True,False,False,False,True,True,3.3181818181818183,0.0
Female,4.0,Higher Secondary,Full-Time,558333.3333333334,18800000.0,24.0,Urban,Home Loan,1,ds2_loan_approval_kaggle,749.0,52000000.0,28500000.0,8600000.0,2778,52.0,Divorced,Construction,Salary,Chandigarh,Home Purchase,43746.33969625143,True,True,True,True,True,True,True,False,True,False,False,False,True,True,2.8059701492537314,0.07835165318731599
Female,5.0,Higher Secondary,Self-Employed,633333.3333333334,15400000.0,168.0,Semiurban,Business Loan,1,ds2_loan_approval_kaggle,576.0,34300000.0,29200000.0,4700000.0,2681,24.0,Married,Construction,Business Income,Chhattisgarh,Working Capital,20232.51823212411,True,True,True,True,False,True,True,False,True,False,False,False,True,True,2.026315789473684,0.03194608141914333
Female,2.0,Higher Secondary,Part-Time,491666.6666666667,20800000.0,168.0,Semiurban,Home Loan,0,ds2_loan_approval_kaggle,530.0,34800000.0,21900000.0,8800000.0,1408,56.0,Married,Other,Salary,Rajasthan,Home Purchase,11676.006956003928,True,True,True,True,True,True,True,False,True,False,False,False,True,True,3.5254237288135593,0.02374781075797409
Male,0.0,Higher Secondary,Self-Employed,425000.0,11600000.0,120.0,Urban,Business Loan,0,ds2_loan_approval_kaggle,308.0,27700000.0,17700000.0,7000000.0,3442,24.0,Married,Business & Management,Freelance Income,Bihar,Working Capital,30612.09451076071,True,True,True,True,False,True,True,False,True,False,False,False,True,True,2.2745098039215685,0.07202845767237814
