gender,number_of_dependents,education_level,employment_type,monthly_income,loan_amount_requested,loan_tenure_months,area_type,loan_type,loan_status,data_source,credit_score,total_assets_value,liquid_assets_value,savings_balance,application_id,age,marital_status,occupation,income_type,state,loan_purpose,existing_emi,is_synthetic_age,is_synthetic_gender,is_synthetic_marital_status,is_synthetic_occupation,is_synthetic_employment_type,is_synthetic_income_type,is_synthetic_area_type,is_synthetic_credit_score,is_synthetic_existing_emi,is_synthetic_savings_balance,is_synthetic_total_assets_value,is_synthetic_liquid_assets_value,is_synthetic_state,is_synthetic_loan_purpose,loan_to_income_ratio,debt_to_income_ratio
Male,2.0,Undergraduate,Full-Time,3073.0,200000.0,360.0,Urban,Home Loan,1,ds1_loan_prediction,672.70293451357,24455.210827138795,5152.130118649121,3840.7191359569315,13,32.0,Married,Education,Salary,Maharashtra,Home Purchase,25.307330414952713,True,False,True,True,True,True,False,True,True,True,True,True,True,True,5.423581733376722,0.008235382497544
Male,0.0,Undergraduate,Full-Time,1853.0,114000.0,360.0,Rural,Home Loan,0,ds1_loan_prediction,677.8738171142936,35639.221981475355,15193.646463661064,3947.610096900752,14,36.0,Single,Government Services,Salary,Dadra and Nagar Haveli and Daman and Diu,Home Renovation,95.59944309640416,True,False,True,True,True,True,False,True,True,True,True,True,True,True,5.126821370750135,0.05159171241036382
Male,2.0,Undergraduate,Full-Time,1299.0,17000.0,120.0,Urban,Home Loan,1,ds1_loan_prediction,739.1640153198738,4000.3279061638864,1843.2579292255919,5064.10883888676,15,40.0,Married,Retail & Customer Service,Salary,Rajasthan,Home Purchase,37.32968812180499,True,False,True,True,True,True,False,True,True,True,True,True,True,True,1.090582499358481,0.028737250286224012
Male,0.0,Undergraduate,Temporary,4950.0,125000.0,360.0,Urban,Home Loan,1,ds1_loan_prediction,665.2070744664657,15291.921159541555,7628.666003219867,6783.760434816227,16,41.0,Divorced,Sales & Marketing,Salary,Maharashtra,Home Renovation,438.96395982788977,True,False,True,True,True,True,False,True,True,True,True,True,True,True,2.1043771043771042,0.08867958784401814
Male,1.0,Higher Secondary,Contract,3596.0,100000.0,240.0,Urban,Home Loan,1,ds1_loan_prediction,700.0957409649147,23591.979474267686,9319.706387389388,35614.57799151585,17,42.0,Widowed,Construction,Salary,Ladakh,Home Purchase,0.0,True,False,True,True,True,True,False,True,True,True,True,True,True,True,2.3173896922506487,0.0
Female,0.0,Undergraduate,Full-Time,3510.0,76000.0,360.0,Urban,Home Loan,0,ds1_loan_prediction,550.0711444370679,5972.43370504946,2281.3082011838537,8285.4141104143,18,32.0,Single,Sales & Marketing,Salary,Andhra Pradesh,Home Renovation,285.9560541397941,True,False,True,True,True,True,False,True,True,True,True,True,True,True,1.8043684710351378,0.08146896129338864
Male,0.0,Higher Secondary,Full-Time,4887.0,133000.0,360.0,Rural,Home Loan,0,ds1_loan_prediction,691.6102530451484,152278.72461815935,55927.89862120684,8792.952198088673,19,31.0,Married,Manufacturing,Salary,Chhattisgarh,Home Renovation,441.1671744722353,True,False,True,True,True,True,False,True,True,True,True,True,True,True,2.267921697019303,0.09027361867653678
Male,0.0,Undergraduate,Full-Time,2600.0,128000.0,360.0,Urban,Home Loan,1,ds1_loan_prediction,745.2168953264335,42977.06305010856,18453.63715106051,2334.5924498248323,20,43.0,Married,Government Services,Salary,Chhattisgarh,Home Purchase,0.0,True,False,True,True,True,True,False,True,True,True,True,True,True,True,4.102564102564102,0.0
Male,0.0,Higher Secondary,Contract,7660.0,104000.0,360.0,Urban,Home Loan,0,ds1_loan_prediction,471.4440043941839,72614.08834137452,33491.024466242765,12429.156621053775,21,33.0,Married,Unemployed,Salary,Bihar,Home Purchase,1270.4296804074793,True,False,True,True,True,True,False,True,True,True,True,True,True,True,1.1314186248912097,0.16585243869549338
Male,1.0,Undergraduate,Full-Time,5955.0,315000.0,360.0,Urban,Home Loan,1,ds1_loan_prediction,698.3223225644203,49445.53795587656,17716.916526671397,10260.027714230488,22,24.0,Married,Retail & Customer Service,Salary,Goa,Home Purchase,391.951366114383,True,False,True,True,True,True,False,True,True,True,True,True,True,True,4.408060453400504,0.06581886920476625
Male,0.0,Higher Secondary,Full-Time,2600.0,116000.0,360.0,Semiurban,Home Loan,0,ds1_loan_prediction,567.2519580996669,31647.695145334153,13166.972080583784,8203.01845813143,23,25.0,Married,Manufacturing,Salary,Tripura,Home Renovation,194.30087775712366,True,False,True,True,True,True,False,True,True,True,True,True,True,True,3.717948717948718,0.07473110682966294
Male,2.0,Higher Secondary,Full-Time,3365.0,112000.0,360.0,Rural,Home Loan,0,ds1_loan_prediction,447.6249456102262,11817.369524415182,5775.3966159218235,4707.295350519111,24,27.0,Married,Unemployed,Salary,Uttarakhand,Home Purchase,550.2511495998451,True,False,True,True,True,True,False,True,True,True,True,True,True,True,2.773650321941555,0.16352188695389155
Male,1.0,Undergraduate,Full-Time,3717.0,128000.0,360.0,Semiurban,Home Loan,0,ds1_loan_prediction,668.4349842531086,22518.33466223574,5259.295335607377,9635.86427031727,25,39.0,In a relationship,Retail & Customer Service,Salary,Assam,Home Renovation,0.0,True,False,True,True,True,True,False,True,True,True,True,True,True,True,2.8696977849520224,0.0
Male,0.0,Undergraduate,Self-Employed,9560.0,191000.0,360.0,Semiurban,Home Loan,1,ds1_loan_prediction,808.1345596098276,87466.87816864849,32967.84445238827,19608.19938394117,26,36.0,Married,Other,Business Income,Arunachal Pradesh,Home Purchase,1327.573946386485,True,False,True,True,False,True,False,True,True,True,True,True,True,True,1.664923291492329,0.13886756761364905
Male,0.0,Undergraduate,Full-Time,2799.0,122000.0,360.0,Semiurban,Home Loan,1,ds1_loan_prediction,650.0,16125.999289833338,3551.1045633598237,10046.962599070093,27,41.0,Married,Other,Salary,Jammu and Kashmir,Home Purchase,0.0,True,False,True,True,True,True,False,True,True,True,True,True,True,True,3.6322496129570085,0.0
Male,2.0,Higher Secondary,Full-Time,4226.0,110000.0,360.0,Urban,Home Loan,1,ds1_loan_prediction,766.1101514745434,13688.063850186516,4526.557059693958,15904.06416845827,28,31.0,Married,Retail & Customer Service,Salary,Chandigarh,Home Purchase,142.59317716240622,True,False,True,True,True,True,False,True,True,True,True,True,True,True,2.169111847294526,0.033741878173782824
Male,0.0,Higher Secondary,Full-Time,1442.0,35000.0,360.0,Urban,Home Loan,0,ds1_loan_prediction,754.5224688521912,7166.7246016573035,2994.5767237063387,3523.0704814210853,29,36.0,Single,Manufacturing,Salary,Andaman and Nicobar Islands,Home Renovation,149.69147401056188,True,False,True,True,True,True,False,True,True,True,True,True,True,True,2.0226537216828477,0.10380823440399575
Female,2.0,Undergraduate,Full-Time,3750.0,128000.0,360.0,Semiurban,Home Loan,1,ds1_loan_prediction,728.9437520438502,40168.72200138072,12616.648142620028,11868.579296441125,30,41.0,Divorced,Student,Salary,Tripura,Home Renovation,617.942310969941,True,False,True,True,True,True,False,True,True,True,True,True,True,True,2.8444444444444446,0.16478461625865093
Male,1.0,Undergraduate,Full-Time,4166.0,128000.0,360.0,Urban,Home Loan,0,ds1_loan_prediction,717.4494964080396,50464.69936170651,11608.470637788754,16350.236519168253,31,32.0,Married,Sales & Marketing,Salary,Meghalaya,Home Purchase,875.497600121369,True,False,True,True,True,True,False,True,True,True,True,True,True,True,2.5604096655464876,0.21015304851689126
Male,0.0,Undergraduate,Full-Time,3167.0,74000.0,360.0,Urban,Home Loan,0,ds1_loan_prediction,798.4731401795459,10148.71400838914,4556.47072310065,8743.675743170033,32,39.0,Single,Government Services,Salary,Kerala,Home Renovation,0.0,True,False,True,True,True,True,False,True,True,True,True,True,True,True,1.9471634564782654,0.0
Male,1.0,Undergraduate,Self-Employed,4692.0,106000.0,360.0,Rural,Home Loan,0,ds1_loan_prediction,826.1933750235049,23828.67846037881,6509.952763239892,11085.940430756513,33,29.0,Single,Other,Self-Employment Income,Kerala,Home Purchase,518.2526078671457,True,False,True,True,False,True,False,True,True,True,True,True,True,True,1.882637112816141,0.11045452000578553
Male,0.0,Undergraduate,Full-Time,3500.0,114000.0,360.0,Semiurban,Home Loan,1,ds1_loan_prediction,705.6729990277248,21568.709411391377,7564.1888822500405,8948.067787188575,34,32.0,Married,Retail & Customer Service,Salary,Odisha,Home Purchase,94.18172033018088,True,False,True,True,True,True,False,True,True,True,True,True,True,True,2.7142857142857144,0.026909062951480253
Male,3.0,Undergraduate,Full-Time,12500.0,320000.0,360.0,Rural,Home Loan,0,ds1_loan_prediction,722.0996218202865,30221.469977460103,7402.523305837832,65751.23088213718,35,32.0,Single,Student,Salary,Arunachal Pradesh,Home Renovation,1148.145116262512,True,False,True,True,True,True,False,True,True,True,True,True,True,True,2.1333333333333333,0.09185160930100095
Male,0.0,Undergraduate,Full-Time,2275.0,130000.0,360.0,Urban,Home Loan,1,ds1_loan_prediction,690.1419902011172,14951.079405773042,7427.684856947927,4868.089904686504,36,24.0,Married,Sales & Marketing,Salary,Ladakh,Home Purchase,0.0,True,False,True,True,True,True,False,True,True,True,True,True,True,True,4.761904761904762,0.0
Male,0.0,Undergraduate,Part-Time,1828.0,100000.0,360.0,Urban,Home Loan,0,ds1_loan_prediction,548.9322401502952,13228.7295687849,4164.565260376183,5661.781780933586,37,39.0,Married,Education,Salary,Puducherry,Home Renovation,0.0,True,False,True,True,True,True,False,True,True,True,True,True,True,True,4.558716265499635,0.0
Female,0.0,Undergraduate,Full-Time,3667.0,144000.0,360.0,Semiurban,Home Loan,1,ds1_loan_prediction,735.8400739419059,11786.338376740894,5262.6307118563145,4887.81552317253,38,31.0,In a relationship,Government Services,Salary,Assam,Home Renovation,758.5655212596429,True,False,True,True,True,True,False,True,True,True,True,True,True,True,3.2724297791109898,0.2068627000980755
Male,0.0,Undergraduate,Full-Time,4166.0,184000.0,360.0,Urban,Home Loan,1,ds1_loan_prediction,726.233008134342,20805.79972569832,6561.437018764248,20504.558831894912,39,35.0,Single,Student,Salary,Odisha,Home Renovation,166.1472156865367,True,False,True,True,True,True,False,True,True,True,True,True,True,True,3.680588894223076,0.03988171283882302
Male,0.0,Higher Secondary,Full-Time,3748.0,110000.0,360.0,Semiurban,Home Loan,1,ds1_loan_prediction,650.0,42522.249968982316,12964.848900359635,9816.693353366456,40,39.0,Single,Manufacturing,Salary,Maharashtra,Home Renovation,0.0,True,False,True,True,True,True,False,True,True,True,True,True,True,True,2.445748843827819,0.0
Male,0.0,Undergraduate,Part-Time,3600.0,80000.0,360.0,Urban,Home Loan,0,ds1_loan_prediction,735.5200893335349,55676.99557776614,15152.40955709664,5852.52366701674,41,39.0,Single,Student,Salary,Maharashtra,Home Renovation,471.1051930314348,True,False,True,True,True,True,False,True,True,True,True,True,True,True,1.8518518518518519,0.130862553619843
Male,0.0,Undergraduate,Full-Time,1800.0,47000.0,360.0,Urban,Home Loan,1,ds1_loan_prediction,727.74129338752,18720.629158682223,6016.086025711515,3451.7514763717268,42,41.0,Single,Retail & Customer Service,Salary,Manipur,Home Purchase,302.26888407341954,True,False,True,True,True,True,False,True,True,True,True,True,True,True,2.175925925925926,0.1679271578185664
Male,0.0,Undergraduate,Full-Time,2400.0,75000.0,360.0,Urban,Home Loan,1,ds1_loan_prediction,687.9439890606284,61970.77137896935,28666.214134944745,4210.49855243654,43,34.0,Married,Other,Salary,Odisha,Home Purchase,243.6444494371635,True,False,True,True,True,True,False,True,True,True,True,True,True,True,2.6041666666666665,0.10151852059881812
Male,0.0,Undergraduate,Full-Time,3941.0,134000.0,360.0,Semiurban,Home Loan,1,ds1_loan_prediction,685.0064802604527,53343.57296235659,21257.242801514323,7905.550749682294,44,31.0,Married,Government Services,Salary,Lakshadweep,Home Renovation,200.27098756209958,True,False,True,True,True,True,False,True,True,True,True,True,True,True,2.8334602046857817,0.0508173020964475
Male,0.0,Higher Secondary,Self-Employed,4695.0,96000.0,360.0,Urban,Home Loan,1,ds1_loan_prediction,734.0700895334593,46963.090980436034,10140.59031172859,10649.402869895752,45,34.0,Married,Retail & Customer Service,Business Income,Uttarakhand,Home Purchase,48.54298822869871,True,False,True,True,False,True,False,True,True,True,True,True,True,True,1.703940362087327,0.010339294617401216
Female,0.0,Undergraduate,Full-Time,3410.0,88000.0,360.0,Urban,Home Loan,1,ds1_loan_prediction,787.399674483129,8757.176331256427,3172.9455521300147,6060.527190865492,46,21.0,Single,Retail & Customer Service,Salary,Puducherry,Home Renovation,187.6650310978725,True,False,True,True,True,True,False,True,True,True,True,True,True,True,2.150537634408602,0.055033733459786655
Male,1.0,Undergraduate,Part-Time,5649.0,44000.0,360.0,Urban,Home Loan,1,ds1_loan_prediction,732.9278033344931,54866.012650145465,19166.36267275293,4357.091700565872,47,22.0,Married,Sales & Marketing,Salary,Jharkhand,Home Renovation,0.0,True,False,True,True,True,True,False,True,True,True,True,True,True,True,0.6490824334690506,0.0
Male,0.0,Undergraduate,Full-Time,5821.0,144000.0,360.0,Urban,Home Loan,1,ds1_loan_prediction,750.1217913063742,15634.766944793751,6349.042364053736,33759.68090546939,48,23.0,In a relationship,Other,Salary,Dadra and Nagar Haveli and Daman and Diu,Home Renovation,0.0,True,False,True,True,True,True,False,True,True,True,True,True,True,True,2.061501460230201,0.0
Female,0.0,Undergraduate,Full-Time,2645.0,120000.0,360.0,Urban,Home Loan,0,ds1_loan_prediction,500.58899370242233,23198.553788799716,9896.401841805508,6206.491709707004,49,26.0,Married,Education,Salary,Manipur,Home Renovation,321.539389836948,True,False,True,True,True,True,False,True,True,True,True,True,True,True,3.780718336483932,0.12156498670584044
Female,0.0,Undergraduate,Full-Time,4000.0,144000.0,360.0,Semiurban,Home Loan,1,ds1_loan_prediction,696.3577424690722,5638.417008714489,2084.6357690468044,9413.823957460409,50,39.0,Single,Sales & Marketing,Salary,Maharashtra,Home Renovation,0.0,True,False,True,True,True,True,False,True,True,True,True,True,True,True,3.0,0.0
Female,0.0,Higher Secondary,Part-Time,1928.0,100000.0,360.0,Semiurban,Home Loan,1,ds1_loan_prediction,742.3607547798723,7368.602214021622,3409.9675331409285,3746.4732468860248,51,27.0,Married,Retail & Customer Service,Salary,Arunachal Pradesh,Home Purchase,0.0,True,False,True,True,True,True,False,True,True,True,True,True,True,True,4.322268326417704,0.0
Female,0.0,Undergraduate,Temporary,3086.0,120000.0,360.0,Semiurban,Home Loan,1,ds1_loan_prediction,653.874480190792,7424.3767420162185,2914.8728319952615,10642.462194859927,52,32.0,Single,Student,Salary,Jammu and Kashmir,Home Renovation,0.0,True,False,True,True,True,True,False,True,True,True,True,True,True,True,3.240440699935191,0.0
Female,0.0,Undergraduate,Full-Time,4230.0,112000.0,360.0,Semiurban,Home Loan,0,ds1_loan_prediction,724.324076423658,32542.214942057504,9808.391796134407,8708.30020768652,53,47.0,Single,Other,Salary,Chhattisgarh,Home Purchase,581.4024817369826,True,False,True,True,True,True,False,True,True,True,True,True,True,True,2.206461780929866,0.13744739520968857
Male,2.0,Undergraduate,Full-Time,4616.0,134000.0,360.0,Urban,Home Loan,0,ds1_loan_prediction,737.2040364938855,10058.426926430247,3147.2610702495344,7660.776503693655,54,32.0,Married,Student,Salary,Nagaland,Home Renovation,472.67208870895524,True,False,True,True,True,True,False,True,True,True,True,True,True,True,2.4191218948584634,0.10239863273590885
Female,1.0,Undergraduate,Self-Employed,11500.0,286000.0,360.0,Urban,Home Loan,0,ds1_loan_prediction,563.2176145394533,98550.6486512213,45092.9122433734,19831.880015925857,55,42.0,Married,Other,Business Income,Puducherry,Home Renovation,1160.9459034138304,True,False,True,True,False,True,False,True,True,True,True,True,True,True,2.072463768115942,0.10095181768815917
Male,2.0,Undergraduate,Full-Time,2708.0,97000.0,360.0,Semiurban,Home Loan,1,ds1_loan_prediction,729.371741459722,20278.52132124864,5636.359345059451,11474.692259119893,56,27.0,Married,Sales & Marketing,Salary,Telangana,Home Purchase,52.00906449493305,True,False,True,True,True,True,False,True,True,True,True,True,True,True,2.984982767109798,0.019205710670211613
Male,0.0,Undergraduate,Full-Time,2132.0,96000.0,360.0,Semiurban,Home Loan,1,ds1_loan_prediction,717.6018931502698,8926.796486796968,2167.0935848660865,4814.540733396095,57,33.0,Married,Government Services,Salary,Chhattisgarh,Home Renovation,132.41625608758133,True,False,True,True,True,True,False,True,True,True,True,True,True,True,3.75234521575985,0.06210893812738336
Male,0.0,Undergraduate,Full-Time,3366.0,135000.0,360.0,Rural,Home Loan,0,ds1_loan_prediction,687.0027278772476,13990.205242067166,5955.56444951431,6591.60385767393,58,26.0,Married,Student,Salary,Ladakh,Home Renovation,352.89403191179446,True,False,True,True,True,True,False,True,True,True,True,True,True,True,3.342245989304813,0.10484077002727107
Male,1.0,Undergraduate,Full-Time,8080.0,180000.0,360.0,Urban,Home Loan,1,ds1_loan_prediction,661.9851955189513,60299.71802924106,19793.164847300242,12444.367362561727,59,32.0,Married,Student,Salary,Sikkim,Home Renovation,965.2852522194603,True,False,True,True,True,True,False,True,True,True,True,True,True,True,1.8564356435643565,0.11946599656181439
Male,2.0,Higher Secondary,Full-Time,3357.0,144000.0,360.0,Urban,Home Loan,1,ds1_loan_prediction,710.935899281594,27933.923576466826,7486.319585921185,5539.363892797956,60,43.0,Married,Agriculture,Salary,Himachal Pradesh,Home Purchase,0.0,True,False,True,True,True,True,False,True,True,True,True,True,True,True,3.5746201966041107,0.0
Male,0.0,Undergraduate,Full-Time,2500.0,120000.0,360.0,Urban,Home Loan,1,ds1_loan_prediction,773.7027701527121,26975.281589261645,12108.601047465903,9562.219163351081,61,21.0,Married,Retail & Customer Service,Salary,Jharkhand,Home Purchase,293.5947607926407,True,False,True,True,True,True,False,True,True,True,True,True,True,True,4.0,0.1174379043170563
Male,4.0,Undergraduate,Full-Time,3029.0,99000.0,360.0,Urban,Home Loan,1,ds1_loan_prediction,761.0971328917207,14622.844208245957,3735.9771122283937,3495.8658077438968,62,39.0,In a relationship,Government Services,Salary,Dadra and Nagar Haveli and Daman and Diu,Home Purchase,0.0,True,False,True,True,True,True,False,True,True,True,True,True,True,True,2.723671178606801,0.0
Male,0.0,Higher Secondary,Self-Employed,2609.0,165000.0,180.0,Rural,Home Loan,0,ds1_loan_prediction,650.0,28120.810096285866,11803.167969620625,7798.50920529179,63,37.0,Married,Retail & Customer Service,Business Income,Sikkim,Home Purchase,164.2876665659413,True,False,True,True,False,True,False,True,True,True,True,True,True,True,5.270218474511307,0.06296959239783108
Male,1.0,Undergraduate,Full-Time,4945.0,130000.0,360.0,Rural,Home Loan,0,ds1_loan_prediction,499.68228688370107,35598.22601925994,10752.627215234417,15112.087346950897,64,30.0,Married,Sales & Marketing,Salary,Manipur,Home Renovation,238.2022991948274,True,False,True,True,True,True,False,True,True,True,True,True,True,True,2.1907650825749916,0.04817033350754851
Female,0.0,Undergraduate,Part-Time,4166.0,116000.0,360.0,Semiurban,Home Loan,0,ds1_loan_prediction,487.2635291687678,6028.143477044618,2493.8856876697214,9482.8143142502,65,22.0,In a relationship,Student,Salary,Karnataka,Home Renovation,0.0,True,False,True,True,True,True,False,True,True,True,True,True,True,True,2.3203712594015045,0.0
Male,0.0,Undergraduate,Full-Time,5726.0,258000.0,360.0,Semiurban,Home Loan,0,ds1_loan_prediction,695.2187258864885,43824.27092629197,18926.220999836583,10218.80680696126,66,36.0,Married,Student,Salary,Delhi,Home Purchase,0.0,True,False,True,True,True,True,False,True,True,True,True,True,True,True,3.754802654558156,0.0
Male,0.0,Higher Secondary,Full-Time,3200.0,126000.0,180.0,Urban,Home Loan,0,ds1_loan_prediction,586.7132612627047,18067.2663519904,4465.907669970233,2630.2573835463827,67,30.0,Single,Construction,Salary,Madhya Pradesh,Home Purchase,234.16721768723977,True,False,True,True,True,True,False,True,True,True,True,True,True,True,3.28125,0.07317725552726242
Male,1.0,Undergraduate,Full-Time,10750.0,312000.0,360.0,Urban,Home Loan,1,ds1_loan_prediction,762.5866627914882,56357.09764403283,25216.72534492091,32025.659624039734,68,37.0,Married,Government Services,Salary,Punjab,Home Purchase,588.7048200183602,True,False,True,True,True,True,False,True,True,True,True,True,True,True,2.4186046511627906,0.05476323907147537
Male,4.0,Higher Secondary,Self-Employed,7100.0,125000.0,60.0,Urban,Home Loan,1,ds1_loan_prediction,816.8264155734358,172093.39430132945,66348.10577252587,5453.225428464445,69,35.0,Married,Manufacturing,Self-Employment Income,Assam,Home Renovation,1343.826756229516,True,False,True,True,False,True,False,True,True,True,True,True,True,True,1.4671361502347418,0.18927137411683323
Female,0.0,Undergraduate,Full-Time,4300.0,136000.0,360.0,Semiurban,Home Loan,0,ds1_loan_prediction,650.0,103596.30233341562,47418.41519892679,9505.424664167867,70,49.0,Separated,Retail & Customer Service,Salary,Himachal Pradesh,Home Renovation,0.0,True,False,True,True,True,True,False,True,True,True,True,True,True,True,2.635658914728682,0.0
Male,0.0,Undergraduate,Full-Time,3208.0,172000.0,360.0,Urban,Home Loan,1,ds1_loan_prediction,744.3031156111349,12414.655742647188,2600.0423506309885,6619.6970409705145,71,33.0,Married,Sales & Marketing,Salary,Andaman and Nicobar Islands,Home Renovation,290.75031059756896,True,False,True,True,True,True,False,True,True,True,True,True,True,True,4.467996674979219,0.09063288983714743
Male,2.0,Higher Secondary,Self-Employed,1875.0,97000.0,360.0,Semiurban,Home Loan,1,ds1_loan_prediction,739.4050481352724,15210.516507919347,6495.666959735361,5945.132616922455,72,26.0,Married,Manufacturing,Business Income,West Bengal,Home Purchase,331.9250542017743,True,False,True,True,False,True,False,True,True,True,True,True,True,True,4.311111111111111,0.1770266955742796
Male,0.0,Undergraduate,Full-Time,3500.0,81000.0,300.0,Semiurban,Home Loan,1,ds1_loan_prediction,700.1614111235331,43595.63360742036,21613.66386354086,4089.7402351868645,73,37.0,Single,Student,Salary,Puducherry,Home Renovation,407.08786522728604,True,False,True,True,True,True,False,True,True,True,True,True,True,True,1.9285714285714286,0.11631081863636744
Male,3.0,Higher Secondary,Full-Time,4755.0,95000.0,360.0,Semiurban,Home Loan,0,ds1_loan_prediction,650.0,38969.98379098951,16011.471329435188,5393.801477294781,74,37.0,Married,Manufacturing,Salary,Chhattisgarh,Home Purchase,509.705242943842,True,False,True,True,True,True,False,True,True,True,True,True,True,True,1.6649141254819488,0.10719353163908349
Male,5.0,Undergraduate,Self-Employed,5266.0,187000.0,360.0,Semiurban,Home Loan,1,ds1_loan_prediction,727.3917893580107,22949.70259953928,10908.910474760462,14514.824258673048,75,47.0,Married,Education,Business Income,Odisha,Home Purchase,902.1123340989828,True,False,True,True,False,True,False,True,True,True,True,True,True,True,2.95923534624636,0.17130883670698496
Male,0.0,Undergraduate,Full-Time,3750.0,113000.0,480.0,Urban,Home Loan,0,ds1_loan_prediction,810.3945904093778,16557.9911324993,5371.854210243659,6769.446720619236,76,43.0,Divorced,Sales & Marketing,Salary,Goa,Home Purchase,0.0,True,False,True,True,True,True,False,True,True,True,True,True,True,True,2.511111111111111,0.0
